PLAYER,SEASON,AGE,HEIGHT,MPG,PPG,GP,W,TRB,AST,FG%,TS%,USG%,NET_RATING,WIN_RATE,PEAK_AGE_DIST,GP_RATE,PREV_PPG,PREV_PPG_2,PPG_TREND,PREV_USG%,PREV_GP,REALE_NEXT_PPG,PREDIZIONE
Neemias Queta,2023-24,24.0,213.36,11.9,5.5,28,24,4.4,0.7,0.644,0.662,0.16,20.4,0.857,3.0,0.34146341463414637,2.4,3.0,3.1,0.141,5.0,5.0,6.7
Nic Claxton,2023-24,25.0,210.82,29.8,11.8,71,27,9.9,2.1,0.629,0.629,0.156,-5.6,0.38,2.0,0.8658536585365854,12.6,8.7,-0.7999999999999989,0.155,76.0,10.3,11.2
Nick Richards,2023-24,26.0,213.36,26.2,9.7,67,14,8.0,0.8,0.691,0.717,0.131,-11.9,0.209,1.0,0.8170731707317073,8.2,3.0,1.5,0.151,65.0,9.3,7.4
Nick Smith Jr.,2023-24,20.0,187.96,14.3,5.9,51,9,1.4,1.2,0.391,0.511,0.202,-12.4,0.176,7.0,0.6219512195121951,5.9,5.9,0.0,0.202,51.0,9.9,7.3
Nickeil Alexander-Walker,2023-24,25.0,195.58,23.4,8.0,82,56,2.0,2.5,0.439,0.578,0.143,7.6,0.683,2.0,1.0,6.2,10.6,1.7999999999999998,0.177,59.0,9.4,9.1
Nicolas Batum,2023-24,35.0,203.2,25.5,5.3,60,36,4.1,2.1,0.453,0.603,0.085,5.6,0.6,8.0,0.7317073170731707,6.1,8.3,-0.7999999999999998,0.111,78.0,4.0,3.9
Nikola Jokić,2023-24,29.0,210.82,34.6,26.4,79,55,12.4,9.0,0.583,0.65,0.288,11.8,0.696,2.0,0.9634146341463414,24.5,27.1,1.8999999999999986,0.263,69.0,29.6,26.5
Nikola Jović,2023-24,21.0,208.28,19.5,7.7,46,24,4.2,2.0,0.452,0.583,0.171,7.8,0.522,6.0,0.5609756097560976,5.5,5.5,2.2,0.185,15.0,10.7,9.1
Nikola Vučević,2023-24,33.0,208.28,34.3,18.0,76,36,10.5,3.3,0.484,0.54,0.233,-3.1,0.474,6.0,0.926829268292683,17.6,17.6,0.3999999999999986,0.218,82.0,18.5,15.8
Noah Clowney,2023-24,19.0,205.74,16.1,5.8,23,10,3.5,0.8,0.538,0.626,0.137,-6.9,0.435,8.0,0.2804878048780488,5.8,5.8,0.0,0.137,23.0,9.1,7.8
Norman Powell,2023-24,31.0,193.04,26.2,13.9,76,48,2.6,1.1,0.486,0.626,0.193,5.1,0.632,4.0,0.926829268292683,17.0,19.0,-3.0999999999999996,0.251,60.0,21.8,13.0
OG Anunoby,2023-24,26.0,200.66,34.0,14.7,50,31,4.2,2.1,0.489,0.595,0.173,10.9,0.62,1.0,0.6097560975609756,16.8,17.1,-2.1000000000000014,0.192,67.0,18.0,14.1
Obi Toppin,2023-24,26.0,205.74,21.1,10.3,82,47,3.9,1.6,0.573,0.677,0.16,3.6,0.573,1.0,1.0,7.4,9.0,2.9000000000000004,0.187,67.0,10.5,10.2
Ochai Agbaji,2023-24,24.0,195.58,21.0,5.8,78,31,2.8,1.1,0.411,0.497,0.131,-7.1,0.397,3.0,0.9512195121951219,7.9,7.9,-2.1000000000000005,0.154,59.0,10.4,6.6
Olivier-Maxence Prosper,2023-24,21.0,200.66,8.4,3.0,40,24,2.0,0.6,0.385,0.496,0.153,-13.2,0.6,6.0,0.4878048780487805,3.0,3.0,0.0,0.153,40.0,3.9,5.8
Onyeka Okongwu,2023-24,23.0,208.28,25.5,10.2,55,23,6.8,1.3,0.611,0.674,0.134,-0.9,0.418,4.0,0.6707317073170732,9.9,8.2,0.29999999999999893,0.15,80.0,13.4,10.5
Orlando Robinson,2023-24,23.0,208.28,8.4,2.8,36,20,2.3,0.9,0.5,0.596,0.143,3.5,0.556,4.0,0.43902439024390244,3.7,3.7,-0.9000000000000004,0.116,31.0,6.9,4.7
Oshae Brissett,2023-24,26.0,200.66,11.5,3.7,55,46,2.9,0.8,0.444,0.53,0.136,10.8,0.836,1.0,0.6707317073170732,6.1,9.1,-2.3999999999999995,0.155,65.0,8.7,6.2
Ousmane Dieng,2023-24,21.0,205.74,11.1,4.0,33,21,1.5,1.1,0.422,0.54,0.167,1.1,0.636,6.0,0.4024390243902439,4.9,4.9,-0.9000000000000004,0.154,39.0,3.8,6.7
P.J. Tucker,2023-24,39.0,195.58,15.7,1.7,31,13,2.7,0.5,0.36,0.507,0.052,-1.3,0.419,12.0,0.3780487804878049,3.5,7.6,-1.8,0.066,75.0,3.0,-0.1
P.J. Washington,2023-24,25.0,200.66,30.4,12.9,73,30,5.6,1.9,0.436,0.537,0.185,-2.8,0.411,2.0,0.8902439024390244,15.7,10.3,-2.799999999999999,0.2,73.0,14.7,12.5
Paolo Banchero,2023-24,21.0,208.28,35.0,22.6,80,46,6.9,5.4,0.455,0.546,0.292,0.0,0.575,6.0,0.975609756097561,20.0,20.0,2.6000000000000014,0.272,72.0,25.9,23.7
Pascal Siakam,2023-24,30.0,203.2,33.2,21.7,80,38,7.1,4.3,0.536,0.601,0.25,2.2,0.475,3.0,0.975609756097561,24.2,22.8,-2.5,0.27,71.0,20.2,20.2
Pat Connaughton,2023-24,31.0,195.58,22.1,5.6,76,45,3.1,2.1,0.435,0.574,0.106,-0.8,0.592,4.0,0.926829268292683,7.6,9.9,-2.0,0.133,61.0,5.3,5.4
Patrick Baldwin Jr.,2023-24,21.0,205.74,13.0,4.4,38,6,3.2,0.8,0.381,0.502,0.153,-2.5,0.158,6.0,0.4634146341463415,3.9,3.9,0.5000000000000004,0.227,31.0,2.2,5.5
Patrick Williams,2023-24,22.0,200.66,27.3,10.0,43,19,3.9,1.5,0.443,0.553,0.163,-1.2,0.442,5.0,0.524390243902439,10.2,9.0,-0.1999999999999993,0.156,82.0,9.0,10.6
Patty Mills,2023-24,35.0,187.96,13.0,4.0,32,15,1.1,1.1,0.351,0.467,0.152,0.3,0.469,8.0,0.3902439024390244,6.2,11.4,-2.2,0.182,40.0,3.8,2.9
Paul George,2023-24,34.0,203.2,33.8,22.6,74,48,5.2,3.5,0.471,0.613,0.264,9.1,0.649,7.0,0.9024390243902439,23.8,24.3,-1.1999999999999993,0.294,56.0,16.2,20.5
Paul Reed,2023-24,25.0,205.74,19.4,7.3,82,47,6.0,1.3,0.54,0.58,0.156,4.2,0.573,2.0,1.0,4.2,3.1,3.0999999999999996,0.152,69.0,4.1,7.8
Payton Pritchard,2023-24,26.0,185.42000000000002,22.3,9.6,82,64,3.2,3.4,0.468,0.597,0.168,13.6,0.78,1.0,1.0,5.6,6.2,4.0,0.193,48.0,14.3,10.4
Peyton Watson,2023-24,21.0,200.66,18.6,6.7,80,56,3.2,1.1,0.465,0.539,0.16,-0.7,0.7,6.0,0.975609756097561,3.3,3.3,3.4000000000000004,0.174,23.0,8.1,8.7
Precious Achiuwa,2023-24,24.0,203.2,21.9,7.6,74,40,6.6,1.3,0.501,0.545,0.158,-1.0,0.541,3.0,0.9024390243902439,9.2,9.1,-1.5999999999999996,0.19,55.0,6.6,8.8
Quentin Grimes,2023-24,24.0,195.58,20.1,7.0,51,32,2.0,1.3,0.372,0.516,0.155,-0.9,0.627,3.0,0.6219512195121951,11.3,6.0,-4.300000000000001,0.142,71.0,14.6,8.5
RJ Barrett,2023-24,24.0,198.12,31.7,20.2,58,26,5.4,3.3,0.495,0.58,0.257,-3.3,0.448,3.0,0.7073170731707317,19.6,20.0,0.5999999999999979,0.256,73.0,21.1,19.8
Rayan Rupert,2023-24,20.0,198.12,16.2,4.0,39,7,2.4,1.6,0.335,0.451,0.131,-9.8,0.179,7.0,0.47560975609756095,4.0,4.0,0.0,0.131,39.0,3.0,5.6
Reggie Jackson,2023-24,34.0,187.96,22.2,10.2,82,57,1.9,3.8,0.431,0.521,0.209,1.4,0.695,7.0,1.0,10.2,16.8,0.0,0.205,68.0,4.4,9.7
Richaun Holmes,2023-24,30.0,205.74,13.9,5.0,40,13,4.6,0.6,0.558,0.593,0.141,-7.7,0.325,3.0,0.4878048780487805,3.1,10.4,1.9,0.132,42.0,7.4,3.7
Ricky Council IV,2023-24,22.0,198.12,9.0,5.4,32,15,1.4,0.5,0.482,0.604,0.208,2.7,0.469,5.0,0.3902439024390244,5.4,5.4,0.0,0.208,32.0,7.3,6.9
Royce O'Neale,2023-24,31.0,198.12,24.7,7.7,79,38,4.8,2.8,0.397,0.548,0.134,3.2,0.481,4.0,0.9634146341463414,8.8,7.4,-1.1000000000000005,0.136,76.0,9.1,7.0
Rudy Gobert,2023-24,32.0,215.9,34.1,14.0,76,53,12.9,1.3,0.661,0.675,0.152,8.0,0.697,5.0,0.926829268292683,13.4,15.6,0.5999999999999996,0.161,70.0,12.0,12.6
Rui Hachimura,2023-24,26.0,203.2,26.8,13.6,68,40,4.3,1.2,0.537,0.628,0.182,2.5,0.588,1.0,0.8292682926829268,11.2,11.3,2.4000000000000004,0.194,63.0,13.1,12.8
Russell Westbrook,2023-24,35.0,193.04,22.5,11.1,68,45,5.0,4.5,0.454,0.514,0.239,3.7,0.662,8.0,0.8292682926829268,15.9,18.5,-4.800000000000001,0.266,73.0,13.3,10.8
Sam Hauser,2023-24,26.0,200.66,22.0,9.0,79,62,3.5,1.0,0.446,0.629,0.146,14.2,0.785,1.0,0.9634146341463414,6.4,2.5,2.5999999999999996,0.141,80.0,8.5,9.7
Sam Merrill,2023-24,28.0,193.04,17.5,8.0,61,36,2.0,1.8,0.402,0.598,0.17,-0.3,0.59,1.0,0.7439024390243902,5.0,4.2,3.0,0.177,5.0,7.2,7.2
Sandro Mamukelashvili,2023-24,25.0,205.74,9.8,4.1,46,12,3.2,1.1,0.471,0.559,0.169,4.1,0.261,2.0,0.5609756097560976,6.1,3.8,-2.0,0.177,43.0,6.3,4.5
Santi Aldama,2023-24,23.0,213.36,26.5,10.7,61,23,5.8,2.3,0.435,0.539,0.177,-8.3,0.377,4.0,0.7439024390243902,9.0,4.1,1.6999999999999993,0.157,77.0,12.5,10.6
Scoot Henderson,2023-24,20.0,190.5,28.5,14.0,62,18,3.1,5.4,0.385,0.489,0.26,-13.0,0.29,7.0,0.7560975609756098,14.0,14.0,0.0,0.26,62.0,12.7,15.1
Scottie Barnes,2023-24,22.0,200.66,34.9,19.9,60,22,8.2,6.1,0.475,0.566,0.24,-3.2,0.367,5.0,0.7317073170731707,15.3,15.3,4.599999999999998,0.2,77.0,19.3,19.9
Scotty Pippen Jr.,2023-24,23.0,185.42000000000002,25.1,12.9,21,5,3.2,4.7,0.493,0.596,0.227,-7.5,0.238,4.0,0.25609756097560976,2.3,2.3,10.600000000000001,0.231,6.0,9.9,10.8
Seth Curry,2023-24,33.0,185.42000000000002,14.0,5.1,44,25,1.5,1.0,0.392,0.519,0.159,3.1,0.568,6.0,0.5365853658536586,9.2,15.0,-4.1,0.188,61.0,6.5,5.1
Shaedon Sharpe,2023-24,21.0,195.58,33.1,15.9,32,8,5.0,2.9,0.406,0.524,0.22,-10.3,0.25,6.0,0.3902439024390244,9.9,9.9,6.0,0.186,80.0,18.5,15.1
Shai Gilgeous-Alexander,2023-24,25.0,198.12,34.0,30.1,75,55,5.5,6.2,0.535,0.636,0.317,11.3,0.733,2.0,0.9146341463414634,31.4,24.5,-1.2999999999999972,0.318,68.0,32.7,30.4
Shake Milton,2023-24,27.0,195.58,12.1,4.5,48,32,1.6,1.3,0.405,0.499,0.173,-4.8,0.667,0.0,0.5853658536585366,8.4,8.2,-3.9000000000000004,0.175,76.0,5.5,5.8
Sidy Cissoko,2023-24,20.0,198.12,11.7,3.8,12,5,1.8,0.8,0.485,0.568,0.124,8.7,0.417,7.0,0.14634146341463414,3.8,3.8,0.0,0.124,12.0,1.5,5.8
Simone Fontecchio,2023-24,28.0,200.66,24.9,10.5,66,29,3.7,1.5,0.46,0.6,0.159,-1.5,0.439,1.0,0.8048780487804879,6.3,6.3,4.2,0.192,52.0,5.9,8.7
Spencer Dinwiddie,2023-24,31.0,195.58,28.3,10.5,76,38,2.7,4.7,0.392,0.543,0.161,1.6,0.5,4.0,0.926829268292683,17.3,13.7,-6.800000000000001,0.22,79.0,11.0,10.1
Stanley Umude,2023-24,25.0,198.12,12.8,5.3,24,4,2.1,0.5,0.44,0.647,0.15,-9.7,0.167,2.0,0.2926829268292683,2.0,2.0,3.3,0.5,1.0,0.7,3.8
Stephen Curry,2023-24,36.0,187.96,32.7,26.4,74,43,4.5,5.1,0.45,0.616,0.302,2.7,0.581,9.0,0.9024390243902439,29.4,25.5,-3.0,0.297,56.0,24.5,23.9
Svi Mykhailiuk,2023-24,27.0,200.66,10.1,4.0,41,32,1.2,0.9,0.416,0.575,0.156,18.5,0.78,0.0,0.5,6.9,4.6,-2.9000000000000004,0.191,32.0,8.8,5.3
T.J. McConnell,2023-24,32.0,185.42000000000002,18.2,10.2,71,40,2.7,5.5,0.556,0.586,0.229,3.7,0.563,5.0,0.8658536585365854,8.7,8.5,1.5,0.182,75.0,9.1,9.4
Taj Gibson,2023-24,39.0,205.74,10.2,1.7,20,8,1.9,0.6,0.405,0.449,0.092,-5.3,0.4,12.0,0.24390243902439024,3.4,4.4,-1.7,0.151,49.0,2.9,-0.6
Talen Horton-Tucker,2023-24,23.0,193.04,19.8,10.1,51,14,2.4,3.5,0.396,0.503,0.234,-5.4,0.275,4.0,0.6219512195121951,10.7,10.0,-0.5999999999999996,0.25,65.0,6.5,10.6
Tari Eason,2023-24,23.0,203.2,21.8,9.8,22,12,7.0,1.2,0.466,0.528,0.188,9.4,0.545,4.0,0.2682926829268293,9.3,9.3,0.5,0.184,82.0,12.0,10.9
Taurean Prince,2023-24,30.0,198.12,27.0,8.9,78,44,2.9,1.5,0.442,0.579,0.134,-2.6,0.564,3.0,0.9512195121951219,9.1,7.3,-0.1999999999999993,0.165,54.0,8.2,7.5
Taylor Hendricks,2023-24,20.0,205.74,21.4,7.3,40,13,4.6,0.8,0.45,0.578,0.135,-8.1,0.325,7.0,0.4878048780487805,7.3,7.3,0.0,0.135,40.0,4.7,8.6
Terance Mann,2023-24,27.0,195.58,25.0,8.8,75,47,3.4,1.6,0.515,0.615,0.135,1.9,0.627,0.0,0.9146341463414634,8.8,10.8,0.0,0.149,81.0,7.7,8.8
Terry Rozier,2023-24,30.0,185.42000000000002,33.4,19.8,61,22,4.0,5.6,0.443,0.555,0.253,-7.0,0.361,3.0,0.7439024390243902,21.1,19.3,-1.3000000000000007,0.262,63.0,10.6,17.6
Terry Taylor,2023-24,24.0,193.04,6.1,1.5,31,12,1.2,0.3,0.513,0.558,0.108,2.7,0.387,3.0,0.3780487804878049,2.9,9.6,-1.4,0.129,31.0,0.0,3.2
Thomas Bryant,2023-24,26.0,208.28,11.6,5.7,38,22,3.7,0.6,0.577,0.639,0.187,2.1,0.579,1.0,0.4634146341463415,9.8,7.4,-4.1000000000000005,0.181,59.0,6.5,6.5
Tim Hardaway Jr.,2023-24,32.0,195.58,26.8,14.4,79,49,3.2,1.8,0.402,0.542,0.22,-0.1,0.62,5.0,0.9634146341463414,14.4,14.2,0.0,0.201,71.0,11.0,13.0
Tobias Harris,2023-24,31.0,203.2,33.8,17.2,70,41,6.5,3.1,0.487,0.576,0.203,4.6,0.586,4.0,0.8536585365853658,14.7,17.2,2.5,0.18,74.0,13.7,15.4
Torrey Craig,2023-24,33.0,195.58,19.8,5.7,53,22,4.1,1.1,0.43,0.568,0.121,-7.3,0.415,6.0,0.6463414634146342,7.4,6.6,-1.7000000000000002,0.128,79.0,4.2,4.3
Tosan Evbuomwan,2023-24,23.0,200.66,21.6,5.9,17,1,3.5,0.9,0.507,0.616,0.108,-15.6,0.059,4.0,0.2073170731707317,5.9,5.9,0.0,0.108,17.0,9.5,4.8
Toumani Camara,2023-24,24.0,200.66,24.8,7.5,70,19,4.9,1.2,0.45,0.547,0.134,-4.6,0.271,3.0,0.8536585365853658,7.5,7.5,0.0,0.134,70.0,11.3,7.4
Trae Young,2023-24,25.0,185.42000000000002,36.0,25.7,54,22,2.8,10.8,0.43,0.585,0.289,-2.5,0.407,2.0,0.6585365853658537,26.2,28.4,-0.5,0.313,73.0,24.2,25.6
Trayce Jackson-Davis,2023-24,24.0,205.74,16.6,7.9,68,39,5.0,1.2,0.702,0.692,0.157,1.1,0.574,3.0,0.8292682926829268,7.9,7.9,0.0,0.157,68.0,6.6,8.9
Tre Jones,2023-24,24.0,185.42000000000002,27.8,10.0,77,21,3.8,6.2,0.505,0.591,0.149,-0.9,0.273,3.0,0.9390243902439024,12.9,6.0,-2.9000000000000004,0.189,68.0,7.2,10.2
Tre Mann,2023-24,23.0,190.5,24.1,9.3,41,21,3.6,4.0,0.459,0.559,0.183,-7.0,0.512,4.0,0.5,7.7,10.4,1.6000000000000005,0.2,67.0,14.1,10.2
Trendon Watford,2023-24,23.0,203.2,13.6,6.9,63,25,3.1,1.3,0.527,0.611,0.203,-3.8,0.397,4.0,0.7682926829268293,7.4,7.6,-0.5,0.158,62.0,10.2,8.0
Trevelin Queen,2023-24,27.0,195.58,11.8,2.9,14,5,1.4,1.3,0.368,0.462,0.137,0.2,0.357,0.0,0.17073170731707318,3.0,4.3,-0.10000000000000009,0.194,7.0,4.9,2.3
Trey Jemison III,2023-24,24.0,208.28,23.0,6.8,25,5,5.4,1.1,0.551,0.582,0.132,-7.3,0.2,3.0,0.3048780487804878,6.8,6.8,0.0,0.132,25.0,2.5,5.7
Trey Lyles,2023-24,28.0,205.74,20.0,7.2,58,33,4.4,1.2,0.445,0.596,0.139,7.7,0.569,1.0,0.7073170731707317,7.6,10.5,-0.39999999999999947,0.174,74.0,6.5,7.4
Trey Murphy III,2023-24,24.0,203.2,29.7,14.8,57,35,4.9,2.2,0.443,0.612,0.182,7.0,0.614,3.0,0.6951219512195121,14.5,5.4,0.3000000000000007,0.159,79.0,21.2,14.9
Tristan Thompson,2023-24,33.0,205.74,11.2,3.3,49,28,3.6,1.0,0.613,0.567,0.132,-0.5,0.571,6.0,0.5975609756097561,6.0,7.6,-2.7,0.168,57.0,1.7,2.7
Tyler Herro,2023-24,24.0,195.58,33.5,20.8,42,23,5.3,4.5,0.441,0.558,0.268,1.0,0.548,3.0,0.5121951219512195,20.1,20.7,0.6999999999999993,0.25,67.0,23.9,20.6
Tyrese Haliburton,2023-24,24.0,195.58,32.2,20.1,69,40,3.9,10.9,0.477,0.605,0.239,6.2,0.58,3.0,0.8414634146341463,20.7,15.3,-0.5999999999999979,0.238,56.0,18.6,21.1
Tyrese Maxey,2023-24,23.0,187.96,37.5,25.9,70,43,3.7,6.2,0.45,0.573,0.273,5.2,0.614,4.0,0.8536585365853658,20.3,17.5,5.599999999999998,0.236,60.0,26.3,25.5
Tyus Jones,2023-24,28.0,185.42000000000002,29.3,12.0,66,11,2.7,7.3,0.489,0.578,0.161,-11.9,0.167,1.0,0.8048780487804879,10.3,8.7,1.6999999999999993,0.175,80.0,10.2,10.0
Vasilije Micic,2023-24,30.0,190.5,19.6,7.0,60,34,1.5,4.4,0.43,0.524,0.189,-3.1,0.567,3.0,0.7317073170731707,7.0,7.0,0.0,0.189,60.0,6.6,6.5
Victor Wembanyama,2023-24,20.0,223.52,29.7,21.4,71,19,10.6,3.9,0.465,0.565,0.312,-3.2,0.268,7.0,0.8658536585365854,21.4,21.4,0.0,0.312,71.0,24.3,22.5
Vince Williams Jr.,2023-24,23.0,193.04,27.6,10.0,52,18,5.6,3.4,0.446,0.597,0.155,-3.0,0.346,4.0,0.6341463414634146,2.0,2.0,8.0,0.176,15.0,6.6,9.0
Vít Krejčí,2023-24,24.0,203.2,24.6,6.1,22,9,2.4,2.3,0.49,0.633,0.098,-0.3,0.409,3.0,0.2682926829268293,1.2,6.2,4.8999999999999995,0.108,29.0,7.2,5.3
Walker Kessler,2023-24,22.0,213.36,23.3,8.1,64,26,7.5,0.9,0.654,0.663,0.127,-4.5,0.406,5.0,0.7804878048780488,9.2,9.2,-1.0999999999999996,0.13,74.0,11.1,9.1
Wendell Carter Jr.,2023-24,25.0,208.28,25.6,11.0,55,30,6.9,1.7,0.525,0.623,0.172,1.1,0.545,2.0,0.6707317073170732,15.2,15.0,-4.199999999999999,0.204,57.0,9.1,11.6
Xavier Tillman,2023-24,25.0,200.66,18.0,5.3,54,30,3.9,1.4,0.434,0.472,0.146,-2.9,0.556,2.0,0.6585365853658537,7.0,4.8,-1.7000000000000002,0.136,61.0,1.0,6.2
Zach Collins,2023-24,26.0,210.82,22.1,11.2,69,19,5.4,2.8,0.484,0.565,0.224,-11.4,0.275,1.0,0.8414634146341463,11.6,7.8,-0.40000000000000036,0.209,63.0,6.4,10.1
Zach LaVine,2023-24,29.0,195.58,34.9,19.5,25,10,5.2,3.9,0.452,0.578,0.238,-5.4,0.4,2.0,0.3048780487804878,24.8,24.4,-5.300000000000001,0.278,77.0,23.3,17.8
Zeke Nnaji,2023-24,23.0,205.74,9.9,3.2,58,41,2.2,0.6,0.463,0.528,0.15,-11.9,0.707,4.0,0.7073170731707317,5.2,6.6,-2.0,0.149,53.0,3.2,5.9
Ziaire Williams,2023-24,22.0,205.74,20.3,8.2,51,20,3.5,1.5,0.397,0.511,0.192,-9.9,0.392,5.0,0.6219512195121951,5.7,8.1,2.499999999999999,0.178,37.0,10.0,8.8
Zion Williamson,2023-24,23.0,198.12,31.5,22.9,70,42,5.8,5.0,0.57,0.61,0.285,2.9,0.6,4.0,0.8536585365853658,26.0,27.0,-3.1000000000000014,0.288,29.0,24.6,23.8
